game;time;subject;group;grSubject;type;profit;penalty;x;s1;s2;s3
36;27;3;1;3;1;6.760897196941673;0.5534722222222241;40.41666666666666;5;10;90
36;28;3;1;3;1;8.762242331525792;-0.04444444444444429;52.5;0;0;115
36;29;3;1;3;1;8.224455882029487;0.3972222222222228;75;0;0;115
36;30;3;1;3;1;8.533564799929502;-1.334027777777777;73.33333333333333;0;0;115
36;31;3;1;3;1;6.811454429496841;0.6159722222222226;50.83333333333334;0;10;105
36;32;3;1;3;1;7.859116677872808;0.3414930555555555;54.16666666666666;0;15;100
36;33;3;1;3;1;7.055329808341318;-0.06128472222222259;66.25;10;0;105
36;34;3;1;3;1;6.32713073886366;0.02372222222222309;47.91666666666666;10;10;95
36;35;3;1;3;1;6.515095861957365;0.5205277777777795;39.33333333333334;11;11;93
36;36;3;1;3;1;5.807462611153446;0.1367222222222233;48.5;0;0;115
36;37;3;1;3;1;6.251416247377466;0.3818333333333337;34.33333333333334;2;30;83
36;38;3;1;3;1;7.018291463470192;0.2388888888888888;43;0;0;70
36;39;3;1;3;1;7.294425884658994;0.1888888888888888;51.66666666666666;15;15;85
36;40;3;1;3;1;6.946119550949274;0.2418333333333336;55;20;10;85
36;41;3;1;3;1;7.069387667058296;0.2107222222222222;50.66666666666666;25;10;80
36;42;3;1;3;1;8.279627346140725;0.244847222222222;52;25;10;80
36;43;3;1;3;1;-9993.57761972032;10000.60138888889;71.66666666666667;23.25;-23.25;115
36;44;3;1;3;1;6.383150879840656;-0.2458333333333331;48.33333333333334;17.5;-17.5;115
36;45;3;1;3;1;6.167013126321737;0.2361111111111113;36.66666666666666;30;10;75
36;46;3;1;3;1;6.940559240276438;0.4305555555555557;40;40;0;75
36;47;3;1;3;1;7.838027453684432;-0.02777777777777796;53.33333333333334;20;0;95
36;48;3;1;3;1;6.826984920023579;-1.075173611111112;60;25;10;80
36;49;3;1;3;1;5.880902015210626;0.5222222222222228;32.08333333333334;30;15;70
36;50;3;1;3;1;6.458314773547883;1.025;40;20;15;80
36;51;3;1;3;1;6.613301611040789;0.9805555555555559;55;0;15;100
36;52;3;1;3;1;6.458314773547883;1.025;56.66666666666666;0;15;100
36;53;3;1;3;1;6.496634944374122;1.097222222222222;55;0;15;100
36;54;3;1;3;1;6.650801611040789;0.9430555555555558;56.66666666666666;0;10;105
36;55;3;1;3;1;6.541948129165327;0.8291666666666666;56.66666666666666;0;10;105
36;56;3;1;3;1;6.693036995770105;0.7902777777777779;53.33333333333334;5;10;100
36;57;3;1;3;1;6.592778879715194;0.957055555555556;55;5;10;100
36;58;3;1;3;1;6.674971802933022;-0.04172222222222224;56;0;10;105
36;59;3;1;3;1;6.604105059069326;0.2999999999999999;43;48;11;56
36;60;3;1;3;1;7.306972647421808;-0.7749999999999997;46.66666666666666;35;10;70
36;61;3;1;3;1;5.61038898109747;-0.5937499999999999;41.66666666666666;25;10;80
36;62;3;1;3;1;5.309750425199585;1.222222222222223;24.16666666666667;35;35;45
36;63;3;1;3;1;6.740605533509699;0.01093749999999893;41.66666666666666;0;0;115
36;64;3;1;3;1;6.328317451205464;0.04218749999999938;44.58333333333334;10;10;95
36;65;3;1;3;1;6.108360163542839;0.8138263888888893;39.58333333333334;10;10;95
36;66;3;1;3;1;6.554235948399769;0.493222222222222;46.91666666666666;9;9;97
36;67;3;1;3;1;6.463981008053286;0.464222222222223;48.66666666666666;12;12;91
36;68;3;1;3;1;6.282666666666667;-0.2826666666666667;47;13;13;89
36;69;3;1;3;1;6.447568681877293;-0.04444444444444451;35;50;15;50
36;70;3;1;3;1;6.719439229590504;-0.06111111111111089;40;30;15;70
36;71;3;1;3;1;6.506972647421808;0.02500000000000013;43.33333333333334;20;15;80
